func_sexo;func_idade;func_racacor;func_escolaridade;func_uf;func_deficiencia;empresa_porte;empresa_setor;contrato_horastrabalho;contrato_salario;turnover_apos_1_ano
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1117,6;NAO
MASCULINO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;20;1298;NAO
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;1091,88;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Indústria;44;1657,41;SIM
FEMININO;28;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;DE 5 A 9;Agricultura;44;1090,7;NAO
MASCULINO;35;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 100 A 249;Serviços;40;11031,34;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;38;996,91;NAO
FEMININO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;1459,74;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;41;1383,5;NAO
FEMININO;37;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1684,89;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1340,6;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1181,25;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1050;NAO
MASCULINO;36;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;RN;NAO;ATE 4;Serviços;44;1538,76;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;2014,99;NAO
FEMININO;24;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1077,27;NAO
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Comércio;44;1150;NAO
FEMININO;46;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1166,73;NAO
FEMININO;33;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;998,03;NAO
FEMININO;39;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Serviços;44;1855,64;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;DE 10 A 19;Serviços;44;1243,93;NAO
FEMININO;32;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1333,42;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 500 A 999;Serviços;42;1858,64;SIM
FEMININO;34;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1058,24;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;0;479,2;NAO
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PI;NAO;DE 20 A 49;Agricultura;44;1261,62;NAO
FEMININO;26;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 5 A 9;Comércio;0;6571,56;SIM
FEMININO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;997,99;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1529,14;SIM
MASCULINO;40;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Construçao civil;44;2423,76;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1390,65;NAO
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;PB;NAO;DE 10 A 19;Comércio;44;1110;NAO
MASCULINO;36;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Indústria;44;3676,5;NAO
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Indústria;44;2715,2;SIM
MASCULINO;39;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 50 A 99;Serviços;36;1016,62;NAO
FEMININO;46;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1774,4;SIM
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 250 A 499;Comércio;44;1773,34;SIM
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Serviços;40;6049,72;SIM
MASCULINO;42;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Serviços;44;1066,26;NAO
MASCULINO;38;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;0;6090,6;SIM
FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;2110,23;NAO
FEMININO;27;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;30;1196,47;SIM
FEMININO;38;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 20 A 49;Comércio;44;1343,52;NAO
MASCULINO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2041,91;SIM
FEMININO;48;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;36;1835,98;SIM
MASCULINO;33;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1110,77;NAO
FEMININO;39;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;1511,37;SIM
MASCULINO;37;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1247,19;NAO
MASCULINO;38;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;DE 100 A 249;Serviços;0;6767,77;SIM
MASCULINO;38;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 50 A 99;Indústria;44;1005,61;NAO
FEMININO;21;SEM INFO;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1807,85;SIM
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;43;7264,42;SIM
MASCULINO;52;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;1450,03;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;22;557,47;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;1433,14;NAO
MASCULINO;31;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 10 A 19;Construçao civil;44;3069,98;NAO
FEMININO;39;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;1000 OU MAIS;Serviços;30;2041,01;SIM
MASCULINO;27;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;998;NAO
MASCULINO;64;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;44;5115,49;SIM
MASCULINO;20;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;DE 10 A 19;Agricultura;44;1505,99;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1328,37;NAO
MASCULINO;66;AMARELA-BRANCA;MEDIO COMPLETO;AL;NAO;DE 10 A 19;Indústria;40;4972,33;SIM
MASCULINO;32;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;ATE 4;Serviços;44;1493,4;NAO
FEMININO;42;PRETA-PARDA;SUPERIOR_COMPLETO;AL;NAO;DE 5 A 9;Serviços;40;1638,41;SIM
MASCULINO;20;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Serviços;44;1091,5;NAO
FEMININO;23;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;2126,06;NAO
MASCULINO;63;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Indústria;40;40063,95;SIM
MASCULINO;70;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 10 A 19;Indústria;40;2808,52;SIM
FEMININO;44;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1054,53;NAO
FEMININO;39;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1620,73;SIM
FEMININO;25;AMARELA-BRANCA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Indústria;44;1003;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;1006,94;NAO
MASCULINO;36;SEM INFO;MEDIO COMPLETO;RN;NAO;ATE 4;Comércio;44;1185;NAO
FEMININO;18;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 5 A 9;Serviços;44;1039,98;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 100 A 249;Serviços;44;2040,2;SIM
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;1423,64;NAO
FEMININO;40;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Serviços;44;1537,79;SIM
FEMININO;18;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1065,52;NAO
FEMININO;56;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;RN;SIM;1000 OU MAIS;Indústria;44;1653,89;SIM
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;MA;NAO;DE 250 A 499;Comércio;0;439,78;NAO
FEMININO;35;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 10 A 19;Serviços;30;5282,83;NAO
MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;NAO;DE 100 A 249;Indústria;44;1050;NAO
FEMININO;24;SEM INFO;SUPERIOR_COMPLETO;PB;NAO;ATE 4;Serviços;44;1197,6;NAO
FEMININO;42;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Serviços;16;1957,8;NAO
FEMININO;43;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PB;NAO;DE 500 A 999;Serviços;38;1778,77;SIM
FEMININO;27;AMARELA-BRANCA;SUPERIOR_COMPLETO;PB;NAO;1000 OU MAIS;Serviços;36;1604,94;SIM
FEMININO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1078;NAO
MASCULINO;25;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1536,51;SIM
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1177,82;NAO
FEMININO;35;PRETA-PARDA;SUPERIOR_COMPLETO;PE;NAO;ATE 4;Serviços;44;2206,99;NAO
FEMININO;30;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Agricultura;44;1682,45;SIM
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 5 A 9;Comércio;44;349,83;NAO
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1552,92;SIM
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Agricultura;44;1700;NAO
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;DE 250 A 499;Serviços;30;1223,46;NAO
FEMININO;25;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1114,47;NAO
MASCULINO;24;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;SE;NAO;ATE 4;Comércio;44;1018,9;NAO
MASCULINO;19;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1219,69;NAO
MASCULINO;23;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 20 A 49;Comércio;36;975;NAO
FEMININO;21;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;36;1400,33;SIM
MASCULINO;23;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;44;1009,52;NAO
MASCULINO;24;PRETA-PARDA;SUPERIOR_INCOMPLETO;BA;NAO;DE 10 A 19;Comércio;44;1018,18;NAO
MASCULINO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 250 A 499;Indústria;44;3093,34;NAO
FEMININO;19;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;1000 OU MAIS;Serviços;44;1144,36;NAO
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 100 A 249;Comércio;44;1119,66;NAO
MASCULINO;30;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 20 A 49;Indústria;44;1974,97;NAO
MASCULINO;22;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 20 A 49;Comércio;44;2186,39;SIM
MASCULINO;21;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 100 A 249;Comércio;44;1384,42;SIM
FEMININO;26;SEM INFO;ANALFABETO-FUND_INCOMPLETO;PE;NAO;DE 5 A 9;Agricultura;44;1177,6;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;1044,71;NAO
FEMININO;21;SEM INFO;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;44;998,01;NAO
MASCULINO;38;AMARELA-BRANCA;ANALFABETO-FUND_INCOMPLETO;MA;NAO;DE 10 A 19;Construçao civil;44;848,86;NAO
MASCULINO;24;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Serviços;44;1045,8;NAO
MASCULINO;29;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;ATE 4;Indústria;44;997,99;NAO
FEMININO;30;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1006;NAO
FEMININO;22;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Serviços;22;1257,76;SIM
MASCULINO;33;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;2059,46;NAO
MASCULINO;42;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;3548,61;NAO
FEMININO;63;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;44;5988,21;SIM
MASCULINO;39;SEM INFO;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;1734,2;NAO
MASCULINO;59;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;1604,2;SIM
FEMININO;27;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 10 A 19;Serviços;6;1613,56;NAO
MASCULINO;28;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Construçao civil;44;1500;NAO
FEMININO;35;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Serviços;44;1573,79;SIM
MASCULINO;41;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 500 A 999;Serviços;38;2652,75;NAO
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 50 A 99;Serviços;40;5939,4;NAO
MASCULINO;31;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Comércio;44;1615,31;SIM
FEMININO;42;AMARELA-BRANCA;SUPERIOR_COMPLETO;RN;NAO;DE 20 A 49;Serviços;4;1034,85;SIM
FEMININO;27;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;863,41;NAO
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1101,19;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1346,74;SIM
FEMININO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1349,6;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;3672,76;SIM
FEMININO;39;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 10 A 19;Serviços;40;4369,37;SIM
MASCULINO;28;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Indústria;44;855,08;NAO
MASCULINO;45;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1451,09;NAO
MASCULINO;27;AMARELA-BRANCA;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1157,08;NAO
MASCULINO;26;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 50 A 99;Agricultura;44;1200;NAO
MASCULINO;47;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Construçao civil;44;3192,55;SIM
FEMININO;23;PRETA-PARDA;SUPERIOR_COMPLETO;RN;NAO;1000 OU MAIS;Serviços;0;1180,46;NAO
MASCULINO;30;SEM INFO;MEDIO COMPLETO;RN;NAO;DE 10 A 19;Comércio;44;1785,74;SIM
MASCULINO;21;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1308,56;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;22;1317;NAO
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Construçao civil;44;2443,15;SIM
MASCULINO;37;SEM INFO;MEDIO COMPLETO;RN;NAO;ATE 4;Indústria;44;1733,3;NAO
MASCULINO;25;SEM INFO;MEDIO COMPLETO;MA;NAO;DE 500 A 999;Comércio;44;796,61;NAO
MASCULINO;27;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Comércio;0;4453,25;SIM
FEMININO;25;PRETA-PARDA;SUPERIOR_INCOMPLETO;AL;NAO;DE 50 A 99;Serviços;24;587,05;NAO
MASCULINO;33;PRETA-PARDA;MEDIO COMPLETO;PE;SIM;1000 OU MAIS;Serviços;44;1663,86;SIM
FEMININO;24;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;11;1046,5;SIM
MASCULINO;32;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;ATE 4;Comércio;44;997,99;NAO
FEMININO;35;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;ATE 4;Serviços;44;954;NAO
FEMININO;31;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;1561,37;NAO
MASCULINO;42;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Serviços;44;1038;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;1000 OU MAIS;Serviços;44;1024,85;NAO
MASCULINO;22;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 10 A 19;Serviços;44;949,94;NAO
MASCULINO;23;SEM INFO;MEDIO COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;980,68;NAO
MASCULINO;20;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;BA;NAO;ATE 4;Construçao civil;44;1714,08;SIM
MASCULINO;29;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1632,21;SIM
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 20 A 49;Comércio;44;1090,66;NAO
MASCULINO;26;PRETA-PARDA;SUPERIOR_INCOMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1563,63;SIM
FEMININO;32;SEM INFO;MEDIO COMPLETO;PE;NAO;1000 OU MAIS;Serviços;44;1418,96;SIM
FEMININO;35;PRETA-PARDA;SUPERIOR_INCOMPLETO;PI;NAO;1000 OU MAIS;Serviços;36;934,39;NAO
FEMININO;39;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Serviços;40;2323,78;NAO
FEMININO;29;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 20 A 49;Serviços;44;1150;NAO
MASCULINO;27;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Comércio;44;1297,35;NAO
FEMININO;35;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 250 A 499;Serviços;44;1138,21;NAO
MASCULINO;28;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;PE;NAO;DE 100 A 249;Indústria;44;3572;SIM
FEMININO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 20 A 49;Serviços;21;1828,35;SIM
FEMININO;33;SEM INFO;MEDIO COMPLETO;PB;NAO;DE 5 A 9;Serviços;44;998;NAO
MASCULINO;43;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Comércio;44;2640,64;SIM
MASCULINO;18;SEM INFO;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Construçao civil;44;1245,21;NAO
FEMININO;36;PRETA-PARDA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Indústria;36;1086,75;NAO
MASCULINO;35;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;ATE 4;Serviços;44;1519,21;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 100 A 249;Serviços;10;676,5;NAO
MASCULINO;21;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 250 A 499;Serviços;44;1151,17;NAO
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PI;NAO;ATE 4;Serviços;44;1290,07;NAO
MASCULINO;30;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Serviços;17;1271,42;SIM
MASCULINO;22;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;PI;NAO;1000 OU MAIS;Indústria;44;1316,14;NAO
FEMININO;33;PRETA-PARDA;SUPERIOR_COMPLETO;CE;NAO;DE 50 A 99;Serviços;36;2017,2;SIM
MASCULINO;20;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;BA;NAO;DE 10 A 19;Serviços;44;997,99;NAO
MASCULINO;29;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 50 A 99;Comércio;44;1297,4;NAO
FEMININO;36;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;1162,22;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;AL;NAO;1000 OU MAIS;Serviços;36;893,46;NAO
MASCULINO;23;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 250 A 499;Serviços;44;1115,88;NAO
MASCULINO;43;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 10 A 19;Serviços;44;1125,02;NAO
MASCULINO;34;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 50 A 99;Comércio;44;2018,07;SIM
MASCULINO;24;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 20 A 49;Comércio;44;855,55;NAO
MASCULINO;22;AMARELA-BRANCA;MEDIO COMPLETO;CE;NAO;DE 500 A 999;Indústria;44;1462,94;SIM
MASCULINO;28;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;CE;NAO;DE 50 A 99;Indústria;36;638,03;NAO
MASCULINO;27;AMARELA-BRANCA;SUPERIOR_COMPLETO;BA;NAO;DE 100 A 249;Serviços;44;2572,26;SIM
MASCULINO;30;AMARELA-BRANCA;MEDIO COMPLETO;PE;NAO;DE 5 A 9;Comércio;44;1488,3;SIM
MASCULINO;36;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;ATE 4;Comércio;44;2742,81;SIM
MASCULINO;25;PRETA-PARDA;MEDIO COMPLETO;RN;NAO;DE 5 A 9;Construçao civil;44;1047,9;NAO
MASCULINO;39;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;SE;NAO;DE 5 A 9;Comércio;44;2088,04;SIM
MASCULINO;46;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;CE;SIM;1000 OU MAIS;Indústria;44;1056,93;NAO
FEMININO;20;PRETA-PARDA;MEDIO COMPLETO;CE;NAO;DE 20 A 49;Serviços;44;1065,73;NAO
MASCULINO;27;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;AL;NAO;1000 OU MAIS;Indústria;44;746,8;NAO
MASCULINO;28;PRETA-PARDA;SUPERIOR_COMPLETO;MA;NAO;DE 20 A 49;Comércio;44;1076,34;NAO
FEMININO;34;AMARELA-BRANCA;MEDIO COMPLETO;BA;NAO;DE 5 A 9;Construçao civil;44;1630,5;NAO
FEMININO;26;SEM INFO;MEDIO COMPLETO;AL;NAO;DE 20 A 49;Serviços;44;1109,16;NAO
MASCULINO;31;AMARELA-BRANCA;SUPERIOR_COMPLETO;CE;NAO;DE 100 A 249;Serviços;44;5499,99;NAO
MASCULINO;30;PRETA-PARDA;MEDIO COMPLETO;SE;NAO;DE 10 A 19;Serviços;44;1059,44;NAO
MASCULINO;54;PRETA-PARDA;ANALFABETO-FUND_INCOMPLETO;RN;NAO;DE 20 A 49;Construçao civil;44;1020,41;NAO
MASCULINO;52;PRETA-PARDA;FUND_COMPLETO-MEDIO_INCOMPLETO;PB;NAO;DE 5 A 9;Serviços;44;1135,33;NAO
MASCULINO;24;AMARELA-BRANCA;MEDIO COMPLETO;MA;NAO;DE 20 A 49;Indústria;44;1515,41;NAO
MASCULINO;49;SEM INFO;MEDIO COMPLETO;BA;NAO;DE 10 A 19;Construçao civil;44;1734,6;NAO
MASCULINO;33;AMARELA-BRANCA;FUND_COMPLETO-MEDIO_INCOMPLETO;PE;NAO;DE 50 A 99;Construçao civil;44;1123,32;NAO
FEMININO;26;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;1000 OU MAIS;Serviços;36;1563,38;SIM
MASCULINO;36;AMARELA-BRANCA;SUPERIOR_COMPLETO;PE;NAO;DE 250 A 499;Construçao civil;12;9135,89;SIM
MASCULINO;52;AMARELA-BRANCA;SUPERIOR_INCOMPLETO;BA;NAO;DE 50 A 99;Serviços;44;2743,72;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;BA;NAO;DE 100 A 249;Comércio;44;1608,69;SIM
MASCULINO;24;PRETA-PARDA;MEDIO COMPLETO;PE;NAO;DE 100 A 249;Indústria;44;1244,03;NAO
FEMININO;65;PRETA-PARDA;SUPERIOR_COMPLETO;BA;NAO;DE 500 A 999;Serviços;40;15323,58;SIM
